year.from,month.from,day.from,year.to,month.to,day.to,week.number,numdate,total.deaths,influenza.under.1.year,influenza.age.1.to.2,influenza.age.2.to.5,influenza.age.5.to.10,influenza.age.10.to.15,influenza.age.15.to.20,influenza.age.20.to.25,influenza.age.25.to.35,influenza.age.35.to.45,influenza.age.45.to.55,influenza.age.55.to.65,influenza.age.65.to.75,influenza.age.75.and.upwards,influenza.all.ages,broncho.pneumonia.under.1.year,broncho.pneumonia.age.1.to.2,broncho.pneumonia.age.2.to.5,broncho.pneumonia.age.5.to.10,broncho.pneumonia.age.10.to.15,broncho.pneumonia.age.15.to.20,broncho.pneumonia.age.20.to.25,broncho.pneumonia.age.25.to.35,broncho.pneumonia.age.35.to.45,broncho.pneumonia.age.45.to.55,broncho.pneumonia.age.55.to.65,broncho.pneumonia.age.65.to.75,broncho.pneumonia.age.75.and.upwards,broncho.pneumonia.all.ages,lobar.pneumonia.under.1.year,lobar.pneumonia.age.1.to.2,lobar.pneumonia.age.2.to.5,lobar.pneumonia.age.5.to.10,lobar.pneumonia.age.10.to.15,lobar.pneumonia.age.15.to.20,lobar.pneumonia.age.20.to.25,lobar.pneumonia.age.25.to.35,lobar.pneumonia.age.35.to.45,lobar.pneumonia.age.45.to.55,lobar.pneumonia.age.55.to.65,lobar.pneumonia.age.65.to.75,lobar.pneumonia.age.75.and.upwards,lobar.pneumonia.all.ages,pneumonia.type.not.distinguished.under.1.year,pneumonia.type.not.distinguished.age.1.to.2,pneumonia.type.not.distinguished.age.2.to.5,pneumonia.type.not.distinguished.age.5.to.10,pneumonia.type.not.distinguished.age.10.to.15,pneumonia.type.not.distinguished.age.15.to.20,pneumonia.type.not.distinguished.age.20.to.25,pneumonia.type.not.distinguished.age.25.to.35,pneumonia.type.not.distinguished.age.35.to.45,pneumonia.type.not.distinguished.age.45.to.55,pneumonia.type.not.distinguished.age.55.to.65,pneumonia.type.not.distinguished.age.65.to.75,pneumonia.type.not.distinguished.age.75.and.upwards,pneumonia.type.not.distinguished.all.ages,
1920,10,23,1920,10,30,43,1920.8329,983,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,4,0,0,0,0,1,1,4,4,5,2,28,3,0,0,0,0,0,0,0,3,3,3,4,0,16,2,0,0,1,0,2,0,1,2,1,3,3,1,16,
1920,10,30,1920,11,6,44,1920.8521,982,1,0,0,0,0,0,2,2,0,2,1,2,2,12,9,5,3,2,0,0,1,0,0,4,2,5,0,31,1,0,1,1,0,1,2,1,5,2,3,0,2,19,0,1,0,0,0,0,0,1,0,1,2,2,2,9,
1920,11,6,1920,11,13,45,1920.8712,1244,1,0,0,1,0,1,0,0,1,1,4,2,3,14,16,9,1,0,0,0,0,1,1,3,2,2,3,38,0,2,1,1,0,1,0,1,5,5,5,6,3,30,1,1,3,2,0,1,1,2,3,1,2,2,1,20,
1920,11,13,1920,11,20,46,1920.8904,1138,2,1,0,0,0,0,1,1,1,4,0,2,1,13,20,9,1,0,0,0,0,0,2,4,7,5,5,53,1,0,2,0,1,1,0,2,7,5,4,4,1,28,3,2,1,0,0,0,0,2,3,3,8,5,3,30,
1920,11,20,1920,11,27,47,1920.9096,1178,2,0,1,0,0,0,0,0,3,2,3,3,1,15,29,3,2,0,0,0,0,1,0,3,7,3,6,54,0,1,1,1,1,0,0,1,1,8,4,5,3,26,5,0,0,2,0,1,0,3,3,2,2,5,1,24,
1920,11,27,1920,12,4,48,1920.9288,1091,1,1,1,0,0,0,0,0,2,3,2,1,2,13,19,8,1,1,0,0,1,2,0,3,5,5,7,52,2,0,1,1,0,3,1,2,3,7,2,2,5,29,2,0,1,1,1,2,0,0,4,3,1,5,5,25,
1920,12,4,1920,12,11,49,1920.9479,1078,0,0,0,0,0,0,0,1,1,2,4,3,2,13,34,6,5,2,0,0,0,0,1,2,1,5,5,61,0,1,2,0,1,1,0,2,2,6,6,2,1,24,3,3,2,1,1,1,0,1,3,5,2,5,4,31,
1920,12,11,1920,12,18,50,1920.9671,1036,0,0,1,0,1,1,0,1,1,4,4,6,2,21,43,10,9,0,1,0,1,3,1,4,5,5,7,89,1,0,0,2,0,1,0,4,4,6,6,4,0,28,10,0,0,0,0,1,1,1,5,3,3,6,2,32,
1920,12,18,1920,12,25,51,1920.9863,1279,0,0,0,0,0,0,0,1,3,4,2,2,2,14,31,18,4,1,0,2,0,1,2,7,6,8,12,92,3,3,0,0,1,2,1,2,9,9,6,5,3,44,4,1,0,0,2,0,0,2,2,3,2,10,3,29,
1920,12,25,1921,1,1,52,1921.0055,1382,2,2,1,0,1,0,0,4,1,1,2,4,2,20,61,17,0,2,0,1,0,1,2,5,3,7,7,106,3,2,1,1,0,1,3,3,3,7,5,5,1,35,4,1,1,1,0,1,0,2,3,1,7,6,3,30,
1921,1,1,1921,1,8,1,1921.0219,1117,1,1,0,0,1,1,0,2,4,4,1,5,1,21,42,9,1,0,0,0,1,3,2,8,5,11,6,88,2,3,3,1,0,1,1,3,7,4,6,2,1,34,5,0,0,1,1,2,0,1,2,2,3,2,0,19,
1921,1,8,1921,1,15,2,1921.0411,1099,1,1,0,1,0,2,1,1,2,2,3,1,1,16,44,11,5,1,0,0,0,0,2,2,1,3,3,72,1,1,0,0,1,0,1,0,2,2,3,4,1,16,6,2,1,0,1,1,1,0,2,2,3,2,3,24,
1921,1,15,1921,1,22,3,1921.0603,1121,1,0,0,0,0,1,0,0,0,1,7,4,0,14,43,13,3,0,1,0,0,1,0,2,2,4,5,74,3,0,1,0,0,0,0,0,2,3,4,3,1,17,10,2,2,0,0,2,0,2,2,0,1,2,3,26,
1921,1,22,1921,1,29,4,1921.0795,1011,0,1,0,0,0,2,0,0,0,2,1,0,0,6,34,12,1,1,0,0,0,0,1,1,2,1,3,56,3,2,2,0,0,2,2,1,1,5,3,1,1,23,4,2,0,0,0,0,0,1,0,2,2,2,0,13,
1921,1,29,1921,2,5,5,1921.0986,1158,1,0,0,0,0,1,1,0,2,2,1,0,1,9,47,20,4,1,0,0,0,0,2,1,8,6,2,91,4,0,1,0,0,1,0,1,1,4,4,1,3,20,8,0,0,1,0,0,0,0,0,1,3,1,3,17,
1921,2,5,1921,2,12,6,1921.1178,1147,0,1,2,2,0,0,0,0,0,2,1,2,3,13,37,14,2,5,1,0,0,0,0,2,0,4,2,67,3,2,1,1,0,0,1,2,2,5,5,1,0,23,3,0,1,0,0,1,1,1,1,2,2,1,1,14,
1921,2,12,1921,2,19,7,1921.1370,1232,0,0,0,1,0,0,0,0,1,4,1,4,1,12,42,10,6,2,1,1,0,0,2,2,1,4,7,78,1,2,1,0,0,1,0,2,5,3,8,3,1,27,7,5,1,0,1,0,0,0,2,4,3,3,0,26,
1921,2,19,1921,2,26,8,1921.1562,1313,0,1,0,0,1,0,0,3,0,5,4,9,7,30,31,9,4,3,0,0,0,2,1,2,7,10,8,77,1,0,0,1,0,0,2,6,5,11,9,5,0,40,5,2,1,2,0,0,1,1,2,2,1,7,3,27,
1921,2,26,1921,3,5,9,1921.1753,1282,1,0,0,0,0,1,0,3,2,3,10,14,11,45,38,10,7,1,0,0,1,0,0,2,3,5,6,73,3,1,0,2,0,1,0,4,7,5,6,6,2,37,3,4,0,2,1,0,1,3,2,4,9,3,6,38,
1921,3,5,1921,3,12,10,1921.1945,1311,0,0,1,0,0,2,0,3,4,2,4,6,5,27,34,17,4,0,0,1,0,1,3,1,10,4,8,83,2,2,1,0,0,2,4,5,3,9,5,7,4,44,4,2,1,0,0,0,1,3,5,4,9,3,6,38,
1921,3,12,1921,3,19,11,1921.2137,1142,2,0,1,0,0,0,0,4,6,5,8,8,8,42,22,15,4,3,1,0,0,0,2,2,5,5,8,67,0,3,1,0,0,0,0,0,4,5,4,4,3,24,4,1,1,0,0,0,0,0,3,3,3,4,7,26,
1921,3,19,1921,3,26,12,1921.2329,1005,1,0,1,1,0,2,2,3,2,1,8,5,7,33,22,3,3,1,1,0,0,1,0,5,7,7,4,54,0,0,2,0,0,0,3,3,4,3,10,3,0,28,0,1,0,0,0,1,0,2,4,3,3,5,6,25,
1921,3,26,1921,4,2,13,1921.2521,1149,1,0,0,0,0,0,3,1,4,6,8,11,10,44,16,14,7,3,0,0,0,1,1,2,4,4,3,55,2,0,0,0,1,2,0,1,6,5,4,4,4,29,4,3,1,3,0,1,0,1,4,5,6,3,2,33,
1921,4,2,1921,4,9,14,1921.2712,1168,1,3,1,0,0,1,1,1,3,4,7,8,8,38,20,7,2,2,0,0,0,0,2,1,2,4,7,47,0,1,1,1,0,1,0,8,5,6,4,7,2,36,2,2,0,0,0,2,2,1,0,4,0,6,1,20,
1921,4,9,1921,4,16,15,1921.2904,1077,0,1,0,0,0,1,1,3,6,7,13,10,7,49,9,9,1,0,0,0,0,1,1,3,3,1,7,35,2,0,1,1,0,0,1,3,5,5,8,6,5,37,2,0,1,1,0,0,0,3,2,2,3,6,3,23,
1921,4,16,1921,4,23,16,1921.3096,1093,0,0,0,0,0,1,0,3,1,6,4,5,7,27,14,12,2,1,0,1,0,2,1,2,2,3,6,46,0,2,1,0,0,1,0,3,4,5,6,6,0,28,2,0,0,2,1,2,0,0,3,2,6,4,2,24,
1921,4,23,1921,4,30,17,1921.3288,1049,3,2,0,2,0,2,0,3,3,4,7,5,4,35,18,2,3,1,0,1,0,0,0,0,5,3,7,40,3,0,0,1,0,1,0,1,7,7,8,2,1,31,2,2,0,2,1,1,1,3,2,0,3,2,4,23,
1921,4,30,1921,5,7,18,1921.3479,999,0,0,0,0,0,1,2,2,5,3,4,3,0,20,23,6,2,1,0,0,2,1,1,2,4,3,3,48,0,1,0,1,0,0,1,3,2,8,4,7,2,29,1,3,1,0,0,0,0,1,6,2,8,2,4,28,
1921,5,7,1921,5,14,19,1921.3671,1012,1,0,0,0,0,2,4,2,2,5,3,5,4,28,15,3,3,0,0,0,0,0,3,3,2,6,6,41,1,1,1,0,3,3,1,1,5,8,6,1,0,31,1,2,0,1,1,0,0,3,0,2,4,2,0,16,
1921,5,14,1921,5,21,20,1921.3863,932,0,0,0,1,1,0,0,0,4,5,4,2,6,23,7,7,2,2,0,0,0,0,3,3,0,5,1,30,0,0,1,0,0,0,0,3,3,5,3,4,1,20,1,1,0,1,0,1,1,2,2,2,1,2,1,15,
1921,5,21,1921,5,28,21,1921.4055,936,0,0,0,0,0,0,0,0,1,0,1,3,1,6,12,6,1,1,0,0,0,1,1,2,1,3,3,31,2,0,1,1,0,0,0,0,4,6,4,6,0,24,1,3,0,1,0,1,0,0,1,5,2,1,1,16,
1921,5,28,1921,6,4,22,1921.4247,867,1,0,0,0,0,0,0,0,0,1,5,0,2,9,12,4,3,1,0,0,0,2,0,1,1,5,1,30,0,0,1,1,0,0,0,2,0,2,2,3,0,11,0,1,0,0,0,0,0,1,1,0,6,5,1,15,
1921,6,4,1921,6,11,23,1921.4438,795,1,1,0,0,0,0,0,1,0,1,1,1,0,6,7,8,1,0,0,1,0,1,1,2,1,0,2,24,1,1,0,0,0,0,0,1,3,2,2,9,2,21,2,0,1,0,0,1,0,1,1,4,4,3,0,17,
1921,6,11,1921,6,18,24,1921.4630,800,0,0,0,1,0,0,0,1,0,1,0,1,0,4,9,6,2,3,1,0,0,0,0,0,2,1,1,25,0,2,1,1,1,0,0,1,3,1,5,1,0,16,1,0,0,1,0,0,0,1,0,3,2,2,3,13,
1921,6,18,1921,6,25,25,1921.4822,840,0,0,0,0,0,0,0,1,0,1,1,2,1,6,6,4,2,0,0,1,0,2,2,1,2,1,1,22,0,0,0,0,1,0,0,2,2,2,2,2,2,13,3,0,1,1,0,0,0,1,1,4,3,2,2,18,
1921,6,25,1921,7,2,26,1921.5014,779,0,0,0,0,0,1,0,0,0,1,1,1,1,5,4,2,1,0,0,0,0,1,0,0,0,2,0,10,0,0,1,2,0,0,0,0,2,3,3,3,1,15,1,1,0,0,0,0,0,0,2,1,1,4,1,11,
1921,7,2,1921,7,9,27,1921.5205,751,0,0,0,0,0,0,0,0,1,1,1,2,0,5,5,4,2,0,0,0,0,0,1,0,1,2,3,18,0,1,2,0,0,0,1,0,4,4,1,2,1,16,1,0,0,0,0,0,0,0,2,3,1,4,1,12,
1921,7,9,1921,7,16,28,1921.5397,941,0,0,0,0,1,0,0,0,1,1,1,0,0,4,6,4,2,0,0,1,0,0,0,2,1,0,2,18,0,1,1,0,0,0,0,2,1,1,5,2,0,13,0,0,0,0,0,1,0,2,0,2,2,0,2,9,
1921,7,16,1921,7,23,29,1921.5589,857,1,0,0,1,0,0,0,0,0,1,0,0,0,3,15,5,2,0,0,1,0,1,3,0,0,0,2,29,4,3,1,0,0,1,0,2,1,8,3,0,1,24,0,1,0,0,0,0,0,1,1,0,2,1,1,7,
1921,7,23,1921,7,30,30,1921.5781,846,0,0,0,1,0,0,0,0,0,1,1,0,0,3,8,5,0,0,0,0,0,0,0,1,1,2,1,18,1,1,1,2,0,1,0,0,3,2,5,2,0,18,0,1,0,0,0,0,1,0,0,2,1,2,1,8,
1921,7,30,1921,8,6,31,1921.5973,821,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2,0,0,0,0,0,0,0,0,0,3,17,1,0,1,0,0,1,0,1,1,1,5,1,2,14,0,0,0,1,0,0,0,0,0,0,0,0,2,3,
1921,8,6,1921,8,13,32,1921.6164,871,0,0,0,0,0,0,0,0,0,1,1,0,1,3,5,4,1,0,0,0,0,0,1,2,1,1,0,15,1,0,0,0,0,0,0,1,3,0,4,2,1,12,1,1,0,0,0,0,0,1,2,2,2,2,1,12,
1921,8,13,1921,8,20,33,1921.6356,1003,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,6,2,2,0,0,0,0,2,0,1,0,0,21,1,1,2,0,1,0,0,2,0,2,5,0,0,14,2,1,0,0,0,1,0,1,1,0,2,2,0,10,
1921,8,20,1921,8,27,34,1921.6548,966,1,0,0,0,0,0,1,0,0,0,0,0,0,2,9,7,1,0,0,0,0,2,0,1,0,1,0,21,0,0,0,0,0,0,0,0,3,3,3,4,1,14,1,0,0,0,1,0,0,1,0,1,2,2,1,9,
1921,8,27,1921,9,3,35,1921.6740,951,0,0,0,0,0,0,0,0,0,1,1,0,0,2,18,6,1,0,0,0,0,0,1,1,0,0,2,29,1,0,1,1,1,0,1,1,1,3,1,2,0,13,1,2,0,0,0,0,0,0,3,1,1,2,0,10,
1921,9,3,1921,9,10,36,1921.6932,980,0,0,0,0,0,0,0,0,1,0,1,0,1,3,12,3,2,0,0,0,0,1,0,0,3,2,0,23,0,1,0,1,0,0,0,1,1,3,3,3,1,14,1,0,0,0,0,1,0,2,3,3,0,0,0,10,
1921,9,10,1921,9,17,37,1921.7123,948,0,0,0,0,0,0,1,0,0,2,0,1,1,5,5,5,3,0,0,0,0,0,1,0,2,1,3,20,0,0,1,2,0,1,0,2,2,2,2,2,0,14,0,0,0,0,0,0,0,0,2,0,1,2,2,7,
1921,9,17,1921,9,24,38,1921.7315,974,0,0,0,1,0,0,0,0,1,2,2,2,0,8,7,9,0,0,0,0,0,1,1,1,1,4,0,24,1,1,0,0,0,1,0,1,3,2,4,0,1,14,1,0,1,0,0,0,0,0,2,3,1,3,2,13,
1921,9,24,1921,10,1,39,1921.7507,884,0,0,0,0,0,0,0,0,1,0,1,2,1,5,17,2,2,0,0,0,0,1,0,4,1,1,3,31,1,2,1,0,0,0,0,1,1,5,3,3,0,17,1,0,0,1,0,0,0,1,2,1,4,3,0,13,
1921,10,1,1921,10,8,40,1921.7699,986,0,0,0,1,1,0,1,0,0,0,0,1,0,4,13,4,4,2,1,1,1,0,0,2,2,1,2,33,1,1,0,1,0,1,1,2,5,0,3,2,2,19,0,0,0,0,0,0,1,0,1,2,2,2,0,8,
1921,10,8,1921,10,15,41,1921.7890,979,0,0,0,0,0,0,1,0,0,2,1,5,4,13,13,2,3,0,0,0,0,0,0,4,4,2,3,31,0,0,0,3,0,0,0,0,0,2,6,7,1,19,0,1,1,0,0,0,1,2,2,3,1,2,2,15,
1921,10,15,1921,10,22,42,1921.8082,996,2,0,0,0,0,0,0,1,0,4,2,2,1,12,16,3,1,0,0,0,1,3,0,2,2,2,1,31,2,0,0,0,0,0,0,0,2,1,2,1,0,8,2,1,0,0,1,0,0,0,3,4,1,5,3,20,
1921,10,22,1921,10,29,43,1921.8274,955,0,0,0,0,0,1,0,0,2,2,1,3,2,11,13,9,3,1,0,0,0,0,0,1,1,1,3,32,2,1,0,1,0,0,0,2,2,6,2,3,1,20,4,0,0,0,0,0,0,2,2,2,1,4,3,18,
1921,10,29,1921,11,5,44,1921.8466,940,0,0,0,0,1,0,0,0,1,0,1,0,3,6,10,5,5,1,0,1,0,0,1,2,1,2,7,35,1,0,1,1,0,1,1,1,4,2,4,4,1,21,1,1,0,0,0,0,0,1,1,1,1,5,0,11,
1921,11,5,1921,11,12,45,1921.8658,1150,0,0,0,0,0,1,0,1,3,4,0,3,1,13,15,7,1,0,1,0,0,0,0,1,3,3,6,37,1,1,0,0,0,2,0,2,4,7,4,7,1,29,0,0,2,2,0,0,0,0,3,2,3,4,1,17,
1921,11,12,1921,11,19,46,1921.8849,1435,0,0,0,0,0,1,1,0,2,3,3,4,3,17,13,13,6,2,1,0,0,0,2,2,6,13,9,67,0,2,2,0,0,0,2,2,2,9,6,3,2,30,3,3,1,1,0,2,1,4,2,4,4,3,5,33,
1921,11,19,1921,11,26,47,1921.9041,1325,0,1,0,0,0,0,1,1,1,5,5,4,8,26,9,6,3,1,0,0,0,0,2,5,3,14,10,53,1,1,2,3,2,0,2,3,4,8,7,5,5,43,2,0,0,1,2,1,0,1,6,4,7,6,6,36,
1921,11,26,1921,12,3,48,1921.9233,1601,0,0,1,1,0,0,1,1,3,6,6,6,4,29,18,15,6,4,0,1,1,1,2,8,13,18,9,96,1,2,0,0,0,0,0,3,6,12,10,10,4,48,4,1,1,1,1,0,0,1,2,7,8,10,4,40,
1921,12,3,1921,12,10,49,1921.9425,1383,0,0,0,0,0,1,0,3,2,1,2,3,2,14,18,18,6,1,0,0,0,2,1,6,8,17,14,91,0,2,1,2,1,0,0,3,5,10,6,8,2,40,5,7,3,0,0,0,1,3,3,7,8,1,8,46,
1921,12,10,1921,12,17,50,1921.9616,1279,0,3,0,1,0,2,4,4,4,4,5,10,6,43,14,19,10,0,1,0,0,1,1,1,3,10,6,66,0,3,0,0,0,2,1,5,7,9,4,3,2,36,3,3,0,0,0,1,3,3,4,7,5,6,2,37,
1921,12,17,1921,12,24,51,1921.9808,1395,2,2,1,0,0,5,1,8,5,10,5,11,4,54,21,30,9,1,2,0,1,2,10,4,9,5,5,99,1,2,0,0,0,2,2,8,12,10,3,5,3,48,7,1,2,2,1,3,1,4,6,2,10,7,4,50,
1921,12,24,1921,12,31,52,1922.0000,1607,4,2,5,2,3,7,6,24,18,23,23,20,14,151,41,28,16,1,1,1,0,2,5,4,1,14,8,122,2,1,2,2,1,2,2,8,4,8,6,3,4,45,4,4,4,1,0,3,1,7,8,9,10,6,2,59,
