year.from,month.from,day.from,year.to,month.to,day.to,week.number,numdate,total.deaths,influenza.under.1.year,influenza.age.1.to.2,influenza.age.2.to.5,influenza.age.5.to.10,influenza.age.10.to.15,influenza.age.15.to.20,influenza.age.20.to.25,influenza.age.25.to.35,influenza.age.35.to.45,influenza.age.45.to.55,influenza.age.55.to.65,influenza.age.65.to.75,influenza.age.75.and.upwards,influenza.all.ages,broncho.pneumonia.under.1.year,broncho.pneumonia.age.1.to.2,broncho.pneumonia.age.2.to.5,broncho.pneumonia.age.5.to.10,broncho.pneumonia.age.10.to.15,broncho.pneumonia.age.15.to.20,broncho.pneumonia.age.20.to.25,broncho.pneumonia.age.25.to.35,broncho.pneumonia.age.35.to.45,broncho.pneumonia.age.45.to.55,broncho.pneumonia.age.55.to.65,broncho.pneumonia.age.65.to.75,broncho.pneumonia.age.75.and.upwards,broncho.pneumonia.all.ages,lobar.pneumonia.under.1.year,lobar.pneumonia.age.1.to.2,lobar.pneumonia.age.2.to.5,lobar.pneumonia.age.5.to.10,lobar.pneumonia.age.10.to.15,lobar.pneumonia.age.15.to.20,lobar.pneumonia.age.20.to.25,lobar.pneumonia.age.25.to.35,lobar.pneumonia.age.35.to.45,lobar.pneumonia.age.45.to.55,lobar.pneumonia.age.55.to.65,lobar.pneumonia.age.65.to.75,lobar.pneumonia.age.75.and.upwards,lobar.pneumonia.all.ages,pneumonia.type.not.distinguished.under.1.year,pneumonia.type.not.distinguished.age.1.to.2,pneumonia.type.not.distinguished.age.2.to.5,pneumonia.type.not.distinguished.age.5.to.10,pneumonia.type.not.distinguished.age.10.to.15,pneumonia.type.not.distinguished.age.15.to.20,pneumonia.type.not.distinguished.age.20.to.25,pneumonia.type.not.distinguished.age.25.to.35,pneumonia.type.not.distinguished.age.35.to.45,pneumonia.type.not.distinguished.age.45.to.55,pneumonia.type.not.distinguished.age.55.to.65,pneumonia.type.not.distinguished.age.65.to.75,pneumonia.type.not.distinguished.age.75.and.upwards,pneumonia.type.not.distinguished.all.ages,
1917,3,17,1917,3,24,12,1917.2274,1447,0,0,1,0,0,0,0,0,0,2,4,7,3,17,39,25,14,2,0,0,0,1,0,3,10,9,10,113,2,0,2,0,1,0,0,3,3,7,5,9,1,33,3,7,5,2,1,0,0,3,6,1,9,4,1,42,
1917,3,24,1917,3,31,13,1917.2466,1471,0,0,0,0,0,0,0,0,0,3,9,6,7,25,24,20,14,1,0,1,1,2,5,1,5,8,11,93,1,3,0,2,0,0,0,4,7,6,7,4,2,36,3,2,4,0,0,0,0,1,3,6,4,4,5,32,
1917,3,31,1917,4,7,14,1917.2658,1371,1,0,0,1,0,0,0,1,1,5,2,3,2,16,13,21,9,0,0,1,0,3,6,3,6,6,6,74,2,0,0,2,0,1,2,4,4,3,5,10,3,36,4,2,1,3,0,0,1,1,0,2,5,6,3,28,
1917,4,7,1917,4,14,15,1917.2849,1587,0,0,0,0,0,0,0,1,1,4,4,6,6,22,28,19,5,2,0,0,0,0,2,1,4,9,5,75,1,3,2,0,1,2,1,4,5,7,5,5,3,39,3,7,1,1,1,2,2,4,5,3,10,3,2,44,
1917,4,14,1917,4,21,16,1917.3041,1577,1,0,0,0,0,1,0,1,0,2,7,7,1,20,23,20,9,3,0,0,0,1,2,1,5,4,6,74,2,1,1,0,0,0,1,2,5,0,6,6,4,28,3,4,2,0,0,1,0,2,6,2,5,1,3,29,
1917,4,21,1917,4,28,17,1917.3233,1369,0,0,0,0,0,0,2,0,0,2,6,2,4,16,19,20,13,1,0,1,1,1,1,1,7,7,3,75,2,1,0,1,0,0,1,5,4,3,8,3,1,29,4,4,1,1,0,0,0,2,1,5,5,8,1,32,
1917,4,28,1917,5,5,18,1917.3425,1253,1,0,0,1,0,0,1,0,1,2,1,1,0,8,20,18,4,2,2,0,0,1,1,2,2,5,5,62,2,0,0,0,0,0,0,3,2,3,4,3,5,22,2,2,2,2,1,0,0,2,1,7,2,5,3,29,
1917,5,5,1917,5,12,19,1917.3616,1253,0,1,0,0,0,0,0,0,0,1,2,3,1,8,11,15,11,3,0,0,0,3,2,5,5,4,1,60,0,2,1,0,0,1,1,2,2,2,8,3,1,23,3,0,2,0,2,1,0,0,5,6,6,6,0,31,
1917,5,12,1917,5,19,20,1917.3808,1132,0,0,0,0,0,0,0,0,1,0,2,0,3,6,15,11,3,3,0,0,0,0,2,0,3,5,2,44,0,1,0,1,0,1,2,2,3,9,3,5,1,28,4,0,1,2,1,1,0,1,2,7,3,3,4,29,
1917,5,19,1917,5,26,21,1917.4000,1046,0,1,1,0,0,0,1,0,0,1,1,1,3,9,13,9,5,1,1,0,0,0,1,3,0,1,0,34,1,0,3,2,2,1,0,1,0,3,7,4,1,25,2,2,4,1,1,1,0,0,3,4,3,4,0,25,
1917,5,26,1917,6,2,22,1917.4192,949,0,0,0,0,0,0,0,0,1,0,1,3,0,5,12,16,2,0,1,0,0,1,0,0,1,0,0,33,0,0,1,0,0,2,0,1,2,5,5,1,3,20,1,7,0,1,1,0,0,0,6,2,2,2,3,25,
1917,6,2,1917,6,9,23,1917.4384,986,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,9,7,1,1,0,0,1,1,1,3,0,0,32,0,3,0,0,0,0,0,1,2,8,5,3,1,23,2,1,2,0,0,0,0,1,1,1,6,2,2,18,
1917,6,9,1917,6,16,24,1917.4575,996,0,0,0,0,0,0,0,0,0,0,2,1,1,4,10,6,7,0,2,0,0,2,0,2,2,3,2,36,0,2,0,1,0,0,0,3,3,3,1,1,1,15,2,0,1,0,0,0,0,0,2,1,2,5,0,13,
1917,6,16,1917,6,23,25,1917.4767,991,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,6,2,0,0,0,2,0,1,1,2,1,30,0,1,4,0,1,0,0,0,3,2,1,2,1,15,2,1,0,0,0,0,0,0,0,2,1,2,1,9,
1917,6,23,1917,6,30,26,1917.4959,919,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2,5,0,0,1,0,0,1,2,0,4,1,23,0,1,2,0,0,1,0,1,2,1,2,1,0,11,2,0,2,0,0,0,0,2,1,1,3,1,0,12,
1917,6,30,1917,7,7,27,1917.5151,847,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,9,2,1,0,0,0,1,2,1,0,1,2,29,2,1,1,0,2,1,1,1,1,2,3,0,0,15,4,0,1,1,0,0,0,0,0,2,2,3,0,13,
1917,7,7,1917,7,14,28,1917.5342,980,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,6,5,0,0,0,0,0,1,2,1,2,3,27,0,3,1,0,0,0,0,2,3,3,6,5,3,26,5,3,1,0,0,1,0,0,2,2,0,1,1,16,
1917,7,14,1917,7,21,29,1917.5534,862,0,0,0,0,0,0,1,0,1,1,1,1,0,5,7,2,1,2,0,0,0,0,0,0,1,3,0,16,0,0,2,0,0,0,0,2,6,2,2,4,1,19,0,2,3,1,1,0,0,1,1,1,3,3,6,22,
1917,7,21,1917,7,28,30,1917.5726,848,0,0,0,0,0,0,0,0,1,0,0,1,0,2,9,5,5,1,0,1,0,0,0,1,1,3,3,29,1,0,1,0,0,0,1,0,3,2,0,1,1,10,0,2,0,0,2,0,0,1,3,3,2,3,2,18,
1917,7,28,1917,8,4,31,1917.5918,839,0,0,0,0,0,0,0,0,1,1,1,0,0,3,4,7,3,0,0,0,0,1,1,2,1,1,3,23,0,0,0,0,0,0,0,1,3,0,2,2,0,8,2,3,1,0,1,0,0,2,1,2,5,2,2,21,
1917,8,4,1917,8,11,32,1917.6110,838,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,4,0,0,1,0,1,0,1,1,0,0,18,1,0,0,1,0,0,0,2,3,0,2,2,0,11,2,2,1,0,0,0,2,2,2,3,1,1,0,16,
1917,8,11,1917,8,18,33,1917.6301,866,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4,1,0,0,1,0,0,1,0,3,0,18,0,1,0,0,0,0,0,1,2,5,2,3,1,15,2,3,1,0,0,0,0,0,0,1,4,0,0,11,
1917,8,18,1917,8,25,34,1917.6493,857,1,0,0,1,0,0,0,0,0,1,1,1,0,5,3,4,5,0,0,0,0,0,1,0,2,4,3,22,1,0,0,1,0,0,0,1,1,4,1,0,1,10,2,0,2,0,0,0,0,0,1,0,4,0,1,10,
1917,8,25,1917,9,1,35,1917.6685,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,1,0,17,0,1,0,0,0,0,0,1,3,3,2,3,1,14,0,0,0,0,0,1,0,1,0,2,0,1,1,6,
1917,9,1,1917,9,8,36,1917.6877,971,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,9,1,1,0,0,0,0,1,0,1,3,2,27,0,1,1,0,0,0,1,2,0,1,2,4,1,13,3,0,1,0,0,0,0,0,0,1,0,1,0,6,
1917,9,8,1917,9,15,37,1917.7068,800,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,5,2,0,1,0,0,0,1,0,1,2,1,16,1,0,0,0,0,0,0,2,0,3,2,2,0,10,2,0,2,1,0,0,0,1,1,2,3,0,1,13,
1917,9,15,1917,9,22,38,1917.7260,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,1,0,1,2,1,16,0,1,2,1,1,0,0,1,0,3,0,2,0,11,7,1,0,0,0,0,0,1,1,1,3,2,2,18,
1917,9,22,1917,9,29,39,1917.7452,914,0,0,0,1,0,0,1,1,0,0,1,0,1,5,11,6,1,1,0,0,0,1,0,1,0,0,3,24,0,0,0,2,0,1,0,3,0,0,2,0,0,8,4,1,4,1,0,0,1,0,1,4,2,2,1,21,
1917,9,29,1917,10,6,40,1917.7644,932,0,0,0,0,0,0,0,0,0,1,1,1,0,3,13,3,5,0,0,0,0,0,0,0,1,1,2,25,0,0,2,0,0,0,0,1,4,5,1,4,0,17,1,2,0,0,0,0,0,1,0,4,0,2,0,10,
1917,10,6,1917,10,13,41,1917.7836,977,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,1,0,0,0,0,0,0,0,0,2,1,18,0,0,3,0,1,1,0,0,2,2,4,3,6,22,3,3,0,1,0,0,0,0,0,1,3,1,0,12,
1917,10,13,1917,10,20,42,1917.8027,1052,0,0,0,0,0,0,0,0,1,0,0,5,0,6,10,1,2,0,0,0,0,2,1,1,2,2,5,26,1,0,0,0,0,0,1,0,6,1,4,4,1,18,4,1,1,1,1,0,1,1,0,3,8,2,3,26,
1917,10,20,1917,10,27,43,1917.8219,1069,1,0,0,0,0,2,0,1,0,0,1,2,1,8,15,6,8,2,0,0,1,1,0,2,3,3,3,44,0,0,1,0,1,1,1,1,3,2,6,3,3,22,2,2,1,0,0,2,0,2,2,5,5,3,3,27,
1917,10,27,1917,11,3,44,1917.8411,1058,0,0,0,0,0,0,0,0,0,1,0,2,2,5,11,11,7,2,1,0,0,0,0,3,4,3,7,49,2,0,1,1,2,0,1,0,8,4,3,4,1,27,2,1,0,1,0,0,0,0,4,6,3,1,2,20,
1917,11,3,1917,11,10,45,1917.8603,1013,0,0,0,0,0,1,0,1,0,1,2,1,1,7,10,10,7,0,0,0,0,0,1,2,0,3,3,36,1,0,2,0,0,1,3,3,0,10,6,3,2,31,6,6,1,0,0,0,0,0,1,1,0,3,2,20,
1917,11,10,1917,11,17,46,1917.8795,1014,0,0,0,0,0,0,0,0,1,0,1,1,0,3,12,9,6,0,1,0,0,0,0,4,3,2,4,41,2,2,0,1,2,0,0,4,4,4,5,1,2,27,7,1,4,1,0,1,0,1,2,1,5,4,2,29,
1917,11,17,1917,11,24,47,1917.8986,1068,1,0,1,1,0,0,0,1,1,0,2,2,1,10,19,13,5,0,0,0,0,0,3,1,4,3,3,51,2,0,3,0,0,0,1,1,7,7,3,6,0,30,3,5,1,1,0,0,0,1,2,5,1,6,4,29,
1917,11,24,1917,12,1,48,1917.9178,974,0,0,0,0,0,0,0,1,0,0,3,2,3,9,15,9,14,0,0,,0,0,0,1,3,3,0,45,1,1,0,1,1,1,1,0,3,7,6,1,1,24,5,2,3,0,0,1,0,0,4,1,3,1,0,20,
1917,12,1,1917,12,8,49,1917.9370,1064,1,0,0,0,1,1,0,1,0,0,1,2,1,8,22,13,10,1,1,0,0,1,1,1,3,3,0,56,1,0,1,0,0,1,1,3,7,5,4,3,0,26,6,4,2,0,1,0,0,2,3,3,3,4,1,29,
1917,12,8,1917,12,15,50,1917.9562,1111,0,0,0,0,0,0,1,0,1,1,0,2,2,7,20,14,17,0,0,0,0,0,0,3,0,3,3,60,3,3,1,1,0,0,1,1,4,3,7,5,2,31,3,2,2,1,0,0,0,0,3,8,2,3,0,24,
1917,12,15,1917,12,22,51,1917.9753,1386,2,0,0,0,0,1,0,1,2,3,2,1,1,13,47,20,13,4,0,0,0,0,2,0,3,3,3,95,4,4,0,1,0,0,0,2,4,6,2,2,2,27,5,2,4,1,1,0,0,0,1,6,3,1,4,28,
1917,12,22,1917,12,29,52,1917.9945,1744,1,0,0,0,0,0,0,0,0,1,2,4,4,12,46,48,18,1,0,0,0,4,8,5,7,6,10,153,6,1,4,1,0,3,2,2,6,8,3,4,4,44,12,10,8,3,0,1,0,3,4,7,7,6,6,67,
1917,12,29,1918,1,5,1,1918.0137,1733,0,0,0,0,0,1,0,2,1,4,1,3,1,13,56,54,22,4,0,0,0,2,3,3,4,11,7,166,4,1,3,0,1,1,0,5,4,13,3,10,4,49,13,7,5,3,1,3,0,1,4,7,8,6,10,68,
1918,1,5,1918,1,12,2,1918.0329,1804,0,0,1,2,0,0,0,0,3,3,1,1,5,16,43,35,22,4,0,0,0,2,2,3,3,7,10,131,3,1,2,1,1,0,0,5,5,14,9,4,2,47,7,9,8,0,0,0,2,0,1,8,8,9,5,57,
1918,1,12,1918,1,19,3,1918.0521,1670,0,0,1,0,0,0,0,0,0,1,3,7,1,13,41,37,17,4,0,1,0,4,1,2,5,8,6,126,2,0,1,0,0,2,0,1,2,10,9,10,6,43,11,9,3,1,2,0,0,1,4,6,7,8,3,55,
1918,1,19,1918,1,26,4,1918.0712,1377,0,1,0,0,0,0,0,0,2,4,3,5,0,15,32,24,10,0,0,1,0,1,2,3,2,4,8,87,1,1,1,1,0,1,0,0,4,7,11,8,2,37,7,4,9,1,0,0,0,1,4,2,7,12,6,53,
1918,1,26,1918,2,2,5,1918.0904,1298,0,0,0,0,0,1,0,0,1,1,0,3,4,10,27,24,12,2,0,0,0,2,3,2,2,5,0,79,3,1,0,1,0,1,0,2,3,6,5,3,1,26,3,3,1,1,0,0,0,1,2,3,4,2,7,27,
1918,2,2,1918,2,9,6,1918.1096,1359,0,0,0,0,0,0,0,0,0,1,0,1,1,3,22,24,8,3,0,0,1,1,1,2,0,2,7,71,0,1,2,0,0,0,0,2,3,5,3,3,1,20,4,3,5,0,1,1,0,3,4,4,1,3,3,32,
1918,2,9,1918,2,16,7,1918.1288,1154,1,0,0,1,0,0,0,0,0,3,2,0,3,10,17,22,15,1,0,0,0,1,2,2,2,1,4,67,1,2,0,1,0,0,0,2,4,5,2,3,1,21,2,3,3,1,1,2,0,1,2,8,9,5,1,38,
1918,2,16,1918,2,23,8,1918.1479,1400,0,1,0,0,0,0,0,0,3,0,1,2,1,8,22,32,15,3,0,0,1,0,1,2,1,6,2,85,1,0,4,2,0,2,1,0,0,7,5,4,2,28,6,4,5,2,1,0,0,2,5,8,3,5,1,42,
1918,2,23,1918,3,2,9,1918.1671,1281,1,0,1,0,0,0,0,2,3,0,1,4,3,15,29,20,11,0,0,1,1,0,3,6,1,6,3,81,3,2,2,0,0,0,1,1,4,4,3,5,3,28,7,4,3,1,0,1,0,2,3,2,2,4,2,31,
1918,3,2,1918,3,9,10,1918.1863,1422,0,0,0,0,0,0,0,1,1,0,1,3,3,9,28,27,18,2,1,0,0,1,3,1,6,5,4,96,0,1,1,2,1,0,0,2,3,11,5,6,0,32,7,6,3,0,0,0,0,2,5,4,3,4,2,36,
1918,3,9,1918,3,16,11,1918.2055,1446,1,0,0,0,0,2,1,0,1,3,2,3,1,14,34,25,19,2,3,2,0,1,1,1,5,5,5,103,1,0,1,1,0,0,1,1,3,5,4,6,1,24,4,2,7,1,1,1,0,0,2,4,9,8,3,42,
1918,3,16,1918,3,23,12,1918.2247,1374,0,0,0,0,0,0,0,1,0,1,3,3,8,16,29,24,12,2,0,0,0,1,0,1,3,4,6,82,3,2,2,0,0,1,1,1,3,4,12,8,4,41,7,5,3,0,1,1,0,1,3,6,6,7,3,43,
1918,3,23,1918,4,30,13,1918.3288,1358,1,1,0,0,0,0,0,0,3,1,1,2,3,12,29,27,10,1,0,0,0,0,1,1,2,5,4,80,1,0,2,2,1,0,3,2,0,9,4,9,4,37,2,5,6,1,0,1,0,3,2,5,5,5,2,37,
1918,4,30,1918,4,6,14,1918.2630,1338,0,0,1,0,0,1,0,1,1,1,2,3,6,16,29,21,10,2,1,0,0,2,1,1,4,9,2,82,0,1,1,2,0,0,2,2,3,2,7,7,2,29,6,6,5,1,1,0,1,2,0,11,5,5,2,45,
1918,4,6,1918,4,13,15,1918.2822,1337,1,1,1,0,1,0,1,0,3,4,4,3,1,20,23,16,11,2,0,0,0,1,0,0,4,3,2,62,2,0,0,3,0,1,0,2,7,6,10,7,4,42,2,7,3,0,0,0,1,3,4,5,5,9,2,41,
1918,4,13,1918,4,20,16,1918.3014,1246,0,0,0,0,0,0,0,0,2,4,5,0,0,11,18,16,8,0,0,0,0,2,1,2,1,4,4,56,0,0,1,0,1,1,0,0,3,2,7,5,2,22,5,8,2,3,0,1,1,3,6,3,4,7,3,46,
1918,4,20,1918,4,27,17,1918.3205,1349,1,0,0,0,0,0,0,0,0,2,2,5,1,11,17,19,11,3,0,0,0,1,3,4,2,2,1,63,1,2,1,0,0,1,0,1,2,4,5,4,1,22,5,4,1,0,0,0,0,1,0,6,5,5,5,32,
1918,4,27,1918,5,4,18,1918.3397,1150,0,0,0,0,0,1,0,0,2,0,0,0,0,3,12,11,10,1,0,0,0,2,2,3,2,3,5,51,0,1,1,1,1,0,1,1,1,5,5,4,2,23,3,2,1,1,0,0,0,0,2,2,1,3,3,18,
1918,5,4,1918,5,11,19,1918.3589,1136,0,0,0,0,0,0,0,0,2,0,0,4,1,7,15,14,7,0,0,0,0,1,0,2,0,2,3,44,1,2,0,0,0,0,3,0,3,5,4,0,2,20,5,2,7,0,0,1,0,0,2,3,3,2,3,28,
1918,5,11,1918,5,18,20,1918.3781,1025,0,0,0,0,0,0,0,0,1,0,2,3,0,6,14,9,9,1,1,1,0,2,2,0,4,6,4,53,0,1,1,0,3,1,0,1,4,5,2,1,2,21,1,1,1,0,0,1,0,2,2,0,5,5,3,21,
1918,5,18,1918,5,25,21,1918.3973,1032,0,0,0,0,1,0,1,0,0,1,2,1,0,6,13,11,7,2,1,0,0,4,2,2,3,1,0,46,2,3,0,1,0,1,1,5,2,3,5,4,0,27,5,2,1,2,0,0,0,1,2,4,3,1,1,22,
1918,5,25,1918,6,1,22,1918.4164,962,0,0,0,0,0,0,0,1,0,1,1,2,0,5,9,8,6,1,0,0,0,1,1,1,2,1,3,33,1,3,4,2,0,1,2,1,2,2,4,1,1,24,3,2,0,0,0,1,2,1,2,2,1,2,2,18,
1918,6,1,1918,6,8,23,1918.4356,862,0,0,0,0,0,0,0,0,0,2,1,1,1,5,7,5,5,1,0,1,1,1,1,2,2,2,5,33,3,0,0,0,1,1,0,2,4,2,5,3,1,22,3,3,2,0,0,1,0,0,2,5,1,1,2,20,
1918,6,8,1918,6,15,24,1918.4548,849,0,0,1,0,0,1,0,0,2,1,0,0,0,5,5,11,6,0,0,0,2,0,2,1,2,3,1,33,0,0,2,0,0,0,0,1,0,5,1,2,2,13,0,2,1,1,0,0,0,0,1,2,3,2,0,12,
1918,6,15,1918,6,22,25,1918.4740,927,0,0,0,0,0,0,0,1,2,0,3,2,2,10,8,4,2,1,0,0,0,1,1,3,2,3,1,26,1,1,0,0,0,1,4,6,4,3,5,2,0,27,2,2,1,1,1,1,1,2,2,0,2,3,1,19,
1918,6,22,1918,6,29,26,1918.4932,1017,1,2,2,1,2,10,7,17,5,11,7,1,1,67,4,7,6,1,0,0,0,0,1,0,1,2,2,24,1,0,0,0,1,3,2,0,6,5,4,1,0,23,3,0,1,0,3,4,2,7,4,3,4,3,3,37,
1918,6,29,1918,7,6,27,1918.5123,1340,1,0,4,4,16,30,31,49,24,20,17,16,6,218,8,7,8,5,0,0,1,1,2,4,3,0,1,40,1,1,1,3,2,6,5,14,7,4,2,0,2,48,0,5,1,3,3,8,2,9,8,9,6,4,0,58,
1918,7,6,1918,7,13,28,1918.5315,1422,5,3,2,15,12,24,29,70,45,30,30,15,7,287,15,13,15,3,0,1,0,4,0,2,2,5,1,61,0,1,3,1,5,3,6,10,8,7,5,8,2,59,2,3,4,4,6,4,6,19,8,13,3,2,3,77,
1918,7,13,1918,7,20,29,1918.5507,1171,2,5,4,4,9,12,17,45,27,28,17,13,9,192,6,13,11,2,1,1,0,2,2,4,4,2,0,48,2,0,1,2,2,2,8,5,7,3,2,2,1,37,5,2,3,1,3,2,2,6,5,2,7,7,2,47,
1918,7,20,1918,7,27,30,1918.5699,915,2,2,7,2,8,2,8,17,9,13,6,8,2,86,6,8,5,2,2,0,0,1,0,0,2,2,2,30,0,1,1,0,1,2,4,5,5,4,1,1,2,27,0,1,1,1,0,0,6,4,8,2,7,2,0,32,
1918,7,27,1918,8,3,31,1918.5890,878,3,0,0,0,0,3,4,8,1,7,4,6,2,38,2,8,3,1,0,0,0,1,1,2,0,2,1,21,0,1,0,1,0,3,0,2,3,4,2,1,2,19,1,1,0,2,0,0,1,1,0,0,3,1,0,10,
1918,8,3,1918,8,10,32,1918.6082,810,1,0,0,1,1,0,2,2,3,3,7,1,0,21,2,4,7,1,0,0,0,0,1,2,0,0,0,17,0,0,1,0,0,0,1,3,2,1,0,1,1,10,0,0,1,1,0,0,0,3,3,0,2,0,1,11,
1918,8,10,1918,8,17,33,1918.6274,757,1,0,1,0,0,0,0,2,3,4,2,5,2,20,2,3,2,0,0,2,1,0,2,1,1,2,2,18,0,0,1,0,2,0,1,2,0,3,1,0,0,10,1,2,1,0,0,0,0,0,0,3,4,0,3,14,
1918,8,17,1918,8,24,34,1918.6466,740,0,0,0,0,1,1,2,0,0,2,2,2,2,12,5,3,0,0,0,0,0,0,0,0,0,1,1,10,0,0,1,1,0,0,2,1,0,2,2,0,0,9,0,0,2,0,0,0,0,3,0,0,2,2,1,10,
1918,8,24,1918,9,31,35,1918.7507,813,0,0,0,1,1,1,2,2,1,2,2,0,0,12,0,2,1,1,0,0,0,0,0,2,0,3,0,9,0,1,0,0,0,1,0,2,3,2,0,3,2,14,0,1,3,1,0,0,0,0,1,1,1,4,0,12,
1918,9,31,1918,9,7,36,1918.6849,877,0,0,0,1,2,0,1,0,0,3,1,2,2,12,8,4,4,0,0,0,0,1,1,0,2,1,1,22,1,1,1,0,0,0,0,0,1,0,1,3,2,10,1,0,0,1,0,0,2,0,0,3,3,2,1,13,
1918,9,7,1918,9,14,37,1918.7041,811,0,0,0,1,1,1,0,0,2,5,1,2,1,14,1,7,2,0,0,0,0,0,0,2,0,2,0,14,1,0,1,0,0,0,0,1,2,3,0,1,1,10,1,0,2,0,0,0,0,3,0,2,1,4,1,14,
1918,9,14,1918,9,21,38,1918.7233,917,1,0,0,1,0,0,0,1,1,3,0,2,0,9,1,2,4,2,0,0,0,1,1,0,1,2,3,17,1,0,0,0,0,1,2,1,4,0,1,2,0,12,1,0,1,0,0,0,0,0,0,1,4,2,0,9,
1918,9,21,1918,9,28,39,1918.7425,939,1,1,0,0,0,3,1,3,2,1,2,2,1,17,7,5,3,2,0,1,0,2,1,0,1,0,1,23,2,0,1,2,0,0,0,0,2,1,1,2,1,12,1,2,2,0,0,0,1,4,3,1,0,2,4,20,
1918,9,28,1918,10,5,40,1918.7616,980,0,0,0,0,1,2,4,3,2,0,1,4,0,17,7,3,0,1,1,0,0,1,1,1,2,5,3,25,1,0,0,0,1,1,1,5,4,5,3,2,1,24,4,1,2,2,1,1,3,5,2,5,2,3,2,33,
1918,10,5,1918,10,12,41,1918.7808,1078,2,0,2,6,2,10,8,30,7,5,3,4,1,80,4,2,6,3,2,2,1,0,3,1,2,4,3,33,1,1,0,2,2,3,6,14,3,6,4,3,0,45,2,6,1,2,4,3,7,11,4,7,3,3,1,54,
1918,10,12,1918,10,19,42,1918.8000,1554,5,8,14,21,25,43,28,109,41,33,25,15,4,371,9,14,13,3,1,3,1,4,2,4,4,2,2,62,0,0,1,1,1,3,8,25,6,3,7,5,2,62,0,1,2,9,4,3,8,12,13,7,7,3,2,71,
1918,10,19,1918,10,26,43,1918.8192,2668,26,34,84,81,75,104,109,340,172,113,59,41,18,1256,19,21,25,9,5,4,1,7,3,3,1,5,3,106,0,1,2,2,2,4,6,24,6,3,7,3,0,60,5,5,9,10,9,8,6,22,18,6,8,6,0,112,
1918,10,26,1918,11,2,44,1918.8384,4285,33,83,222,145,108,208,212,637,314,229,122,105,40,2458,35,44,58,11,7,1,6,7,7,10,4,11,13,214,4,3,3,4,6,7,8,34,12,8,7,5,5,106,8,15,28,17,9,15,10,35,24,17,8,7,9,202,
1918,11,2,1918,11,9,45,1918.8575,4290,51,72,185,151,88,165,236,685,294,220,135,108,43,2433,31,56,67,21,6,3,8,14,8,12,7,7,2,242,2,0,4,3,3,5,7,26,12,7,3,5,2,79,10,15,28,17,6,5,15,50,14,23,16,13,6,218,
1918,11,9,1918,11,16,46,1918.8767,3396,40,66,142,95,70,95,148,413,200,158,119,92,27,1665,43,58,48,16,4,5,4,16,6,6,5,17,2,230,4,4,6,2,3,7,7,17,16,8,8,2,2,86,8,10,19,10,3,8,7,21,21,17,7,15,2,148,
1918,11,16,1918,11,23,47,1918.8959,2840,25,39,88,47,36,75,100,286,123,121,97,100,41,1178,33,31,47,14,2,1,3,8,6,10,1,5,6,167,3,3,4,4,1,1,5,7,4,9,7,1,2,51,13,10,16,7,2,5,6,17,11,11,15,7,3,123,
1918,11,23,1918,12,30,48,1918.9973,2535,19,23,44,40,13,51,89,229,116,114,83,91,30,942,15,29,26,8,4,0,2,11,5,8,6,7,4,125,0,2,4,3,1,2,7,12,7,4,3,3,2,50,2,7,9,4,2,6,8,13,11,10,5,8,6,91,
1918,12,30,1918,12,7,49,1918.9342,2007,7,16,30,16,16,32,48,145,73,78,66,89,44,660,22,17,11,4,1,2,1,4,2,2,3,9,6,84,1,3,1,2,1,0,3,5,1,2,1,1,1,22,3,2,4,2,1,9,6,16,4,8,5,8,2,70,
1918,12,7,1918,12,14,50,1918.9534,1404,9,8,15,7,7,16,24,65,40,45,29,40,17,322,26,21,14,6,0,1,1,4,1,3,5,6,3,91,3,2,0,3,0,0,3,5,1,6,5,3,0,31,6,3,6,2,0,1,1,5,2,3,5,4,3,41,
1918,12,14,1918,12,21,51,1918.9726,1239,10,4,9,5,3,11,15,35,24,27,18,14,11,186,19,8,13,3,3,0,0,3,1,3,1,4,3,61,1,0,1,0,1,1,2,6,1,2,3,4,2,24,3,3,6,1,0,1,0,5,7,3,3,2,3,37,
1918,12,21,1918,12,28,52,1918.9918,1068,1,6,4,6,2,6,10,15,14,7,9,10,5,95,13,7,13,1,0,0,0,2,1,4,3,1,5,50,0,1,1,0,0,0,1,2,3,4,3,3,3,21,4,4,4,2,0,1,0,2,3,2,5,3,2,32,
1918,12,28,1919,1,4,1,1919.0110,1280,3,1,2,2,4,2,5,7,8,13,7,6,5,65,19,13,7,4,0,2,2,2,3,3,6,4,6,71,3,0,1,0,2,1,2,1,1,1,1,1,0,14,3,4,1,2,0,4,2,1,2,4,5,2,0,30,
